day,cases,cases_new,growth,date
48,8,8,1.0,2020-03-10
49,13,5,1.625,2020-03-11
50,16,3,1.230,2020-03-12
51,17,1,1.062,2020-03-13
52,17,0,1.0,2020-03-14
53,18,1,1.058,2020-03-15
54,23,5,1.277,2020-03-16
55,23,0,1.0,2020-03-17
56,29,6,1.260,2020-03-18
57,44,15,1.517,2020-03-19
58,45,1,1.022,2020-03-20
59,68,23,1.511,2020-03-21
60,90,22,1.323,2020-03-22
