day,cases,cases_new,growth,date
48,12,12,1.0,2020-03-10
49,16,4,1.333,2020-03-11
50,22,6,1.375,2020-03-12
51,41,19,1.863,2020-03-13
52,47,6,1.146,2020-03-14
53,66,19,1.404,2020-03-15
54,77,11,1.166,2020-03-16
55,112,35,1.454,2020-03-17
56,152,40,1.357,2020-03-18
