location,day,cases,cases_new,growth,date
USContraCostaCountyCA,53,0,0,1.0,2020-03-15
USContraCostaCountyCA,54,0,0,1.0,2020-03-16
USContraCostaCountyCA,55,0,0,1.0,2020-03-17
USContraCostaCountyCA,56,0,0,1.0,2020-03-18
USContraCostaCountyCA,57,0,0,1.0,2020-03-19
USContraCostaCountyCA,58,0,0,1.0,2020-03-20
USContraCostaCountyCA,59,0,0,1.0,2020-03-21
USCookCountyIL,0,0,0,1.0,2020-01-22
USCookCountyIL,1,0,0,1.0,2020-01-23
USCookCountyIL,2,1,1,1.0,2020-01-24
USCookCountyIL,3,1,0,1.0,2020-01-25
USCookCountyIL,4,1,0,1.0,2020-01-26
USCookCountyIL,5,1,0,1.0,2020-01-27
USCookCountyIL,6,1,0,1.0,2020-01-28
USCookCountyIL,7,1,0,1.0,2020-01-29
USCookCountyIL,8,1,0,1.0,2020-01-30
USCookCountyIL,9,2,1,2.0,2020-01-31
USCookCountyIL,10,2,0,1.0,2020-02-01
USCookCountyIL,11,2,0,1.0,2020-02-02
USCookCountyIL,12,2,0,1.0,2020-02-03
USCookCountyIL,13,2,0,1.0,2020-02-04
USCookCountyIL,14,2,0,1.0,2020-02-05
USCookCountyIL,15,2,0,1.0,2020-02-06
USCookCountyIL,16,2,0,1.0,2020-02-07
USCookCountyIL,17,2,0,1.0,2020-02-08
USCookCountyIL,18,2,0,1.0,2020-02-09
USCookCountyIL,19,2,0,1.0,2020-02-10
USCookCountyIL,20,2,0,1.0,2020-02-11
USCookCountyIL,21,2,0,1.0,2020-02-12
USCookCountyIL,22,2,0,1.0,2020-02-13
USCookCountyIL,23,2,0,1.0,2020-02-14
USCookCountyIL,24,2,0,1.0,2020-02-15
USCookCountyIL,25,2,0,1.0,2020-02-16
USCookCountyIL,26,2,0,1.0,2020-02-17
USCookCountyIL,27,2,0,1.0,2020-02-18
USCookCountyIL,28,2,0,1.0,2020-02-19
USCookCountyIL,29,2,0,1.0,2020-02-20
USCookCountyIL,30,2,0,1.0,2020-02-21
USCookCountyIL,31,2,0,1.0,2020-02-22
USCookCountyIL,32,2,0,1.0,2020-02-23
USCookCountyIL,33,2,0,1.0,2020-02-24
USCookCountyIL,34,2,0,1.0,2020-02-25
USCookCountyIL,35,2,0,1.0,2020-02-26
USCookCountyIL,36,2,0,1.0,2020-02-27
USCookCountyIL,37,2,0,1.0,2020-02-28
USCookCountyIL,38,2,0,1.0,2020-02-29
USCookCountyIL,39,3,1,1.5,2020-03-01
USCookCountyIL,40,4,1,1.333,2020-03-02
USCookCountyIL,41,4,0,1.0,2020-03-03
USCookCountyIL,42,4,0,1.0,2020-03-04
USCookCountyIL,43,5,1,1.25,2020-03-05
USCookCountyIL,44,5,0,1.0,2020-03-06
USCookCountyIL,45,6,1,1.2,2020-03-07
USCookCountyIL,46,7,1,1.166,2020-03-08
USCookCountyIL,47,7,0,1.0,2020-03-09
USCookCountyIL,48,0,-7,0.0,2020-03-10
USCookCountyIL,49,0,0,1.0,2020-03-11
USCookCountyIL,50,0,0,1.0,2020-03-12
USCookCountyIL,51,0,0,1.0,2020-03-13
USCookCountyIL,52,0,0,1.0,2020-03-14
USCookCountyIL,53,0,0,1.0,2020-03-15
USCookCountyIL,54,0,0,1.0,2020-03-16
USCookCountyIL,55,0,0,1.0,2020-03-17
USCookCountyIL,56,0,0,1.0,2020-03-18
USCookCountyIL,57,0,0,1.0,2020-03-19
USCookCountyIL,58,0,0,1.0,2020-03-20
USCookCountyIL,59,0,0,1.0,2020-03-21
USCuyahogaOH,0,0,0,1.0,2020-01-22
USCuyahogaOH,1,0,0,1.0,2020-01-23
USCuyahogaOH,2,0,0,1.0,2020-01-24
USCuyahogaOH,3,0,0,1.0,2020-01-25
USCuyahogaOH,4,0,0,1.0,2020-01-26
USCuyahogaOH,5,0,0,1.0,2020-01-27
USCuyahogaOH,6,0,0,1.0,2020-01-28
USCuyahogaOH,7,0,0,1.0,2020-01-29
USCuyahogaOH,8,0,0,1.0,2020-01-30
USCuyahogaOH,9,0,0,1.0,2020-01-31
USCuyahogaOH,10,0,0,1.0,2020-02-01
USCuyahogaOH,11,0,0,1.0,2020-02-02
USCuyahogaOH,12,0,0,1.0,2020-02-03
USCuyahogaOH,13,0,0,1.0,2020-02-04
USCuyahogaOH,14,0,0,1.0,2020-02-05
USCuyahogaOH,15,0,0,1.0,2020-02-06
USCuyahogaOH,16,0,0,1.0,2020-02-07
USCuyahogaOH,17,0,0,1.0,2020-02-08
USCuyahogaOH,18,0,0,1.0,2020-02-09
USCuyahogaOH,19,0,0,1.0,2020-02-10
USCuyahogaOH,20,0,0,1.0,2020-02-11
USCuyahogaOH,21,0,0,1.0,2020-02-12
USCuyahogaOH,22,0,0,1.0,2020-02-13
USCuyahogaOH,23,0,0,1.0,2020-02-14
USCuyahogaOH,24,0,0,1.0,2020-02-15
USCuyahogaOH,25,0,0,1.0,2020-02-16
USCuyahogaOH,26,0,0,1.0,2020-02-17
USCuyahogaOH,27,0,0,1.0,2020-02-18
USCuyahogaOH,28,0,0,1.0,2020-02-19
USCuyahogaOH,29,0,0,1.0,2020-02-20
USCuyahogaOH,30,0,0,1.0,2020-02-21
USCuyahogaOH,31,0,0,1.0,2020-02-22
USCuyahogaOH,32,0,0,1.0,2020-02-23
USCuyahogaOH,33,0,0,1.0,2020-02-24
USCuyahogaOH,34,0,0,1.0,2020-02-25
USCuyahogaOH,35,0,0,1.0,2020-02-26
USCuyahogaOH,36,0,0,1.0,2020-02-27
USCuyahogaOH,37,0,0,1.0,2020-02-28
USCuyahogaOH,38,0,0,1.0,2020-02-29
USCuyahogaOH,39,0,0,1.0,2020-03-01
USCuyahogaOH,40,0,0,1.0,2020-03-02
USCuyahogaOH,41,0,0,1.0,2020-03-03
USCuyahogaOH,42,0,0,1.0,2020-03-04
USCuyahogaOH,43,0,0,1.0,2020-03-05
USCuyahogaOH,44,0,0,1.0,2020-03-06
USCuyahogaOH,45,0,0,1.0,2020-03-07
USCuyahogaOH,46,0,0,1.0,2020-03-08
USCuyahogaOH,47,0,0,1.0,2020-03-09
USCuyahogaOH,48,0,0,1.0,2020-03-10
USCuyahogaOH,49,0,0,1.0,2020-03-11
USCuyahogaOH,50,0,0,1.0,2020-03-12
USCuyahogaOH,51,0,0,1.0,2020-03-13
USCuyahogaOH,52,0,0,1.0,2020-03-14
USCuyahogaOH,53,0,0,1.0,2020-03-15
USCuyahogaOH,54,0,0,1.0,2020-03-16
USCuyahogaOH,55,0,0,1.0,2020-03-17
USCuyahogaOH,56,0,0,1.0,2020-03-18
USCuyahogaOH,57,0,0,1.0,2020-03-19
USCuyahogaOH,58,0,0,1.0,2020-03-20
USCuyahogaOH,59,0,0,1.0,2020-03-21
USDallasTX,0,0,0,1.0,2020-01-22
USDallasTX,1,0,0,1.0,2020-01-23
USDallasTX,2,0,0,1.0,2020-01-24
USDallasTX,3,0,0,1.0,2020-01-25
USDallasTX,4,0,0,1.0,2020-01-26
USDallasTX,5,0,0,1.0,2020-01-27
USDallasTX,6,0,0,1.0,2020-01-28
USDallasTX,7,0,0,1.0,2020-01-29
USDallasTX,8,0,0,1.0,2020-01-30
USDallasTX,9,0,0,1.0,2020-01-31
USDallasTX,10,0,0,1.0,2020-02-01
USDallasTX,11,0,0,1.0,2020-02-02
USDallasTX,12,0,0,1.0,2020-02-03
USDallasTX,13,0,0,1.0,2020-02-04
USDallasTX,14,0,0,1.0,2020-02-05
USDallasTX,15,0,0,1.0,2020-02-06
USDallasTX,16,0,0,1.0,2020-02-07
USDallasTX,17,0,0,1.0,2020-02-08
USDallasTX,18,0,0,1.0,2020-02-09
USDallasTX,19,0,0,1.0,2020-02-10
USDallasTX,20,0,0,1.0,2020-02-11
USDallasTX,21,0,0,1.0,2020-02-12
USDallasTX,22,0,0,1.0,2020-02-13
USDallasTX,23,0,0,1.0,2020-02-14
USDallasTX,24,0,0,1.0,2020-02-15
USDallasTX,25,0,0,1.0,2020-02-16
USDallasTX,26,0,0,1.0,2020-02-17
USDallasTX,27,0,0,1.0,2020-02-18
USDallasTX,28,0,0,1.0,2020-02-19
USDallasTX,29,0,0,1.0,2020-02-20
USDallasTX,30,0,0,1.0,2020-02-21
USDallasTX,31,0,0,1.0,2020-02-22
USDallasTX,32,0,0,1.0,2020-02-23
USDallasTX,33,0,0,1.0,2020-02-24
USDallasTX,34,0,0,1.0,2020-02-25
USDallasTX,35,0,0,1.0,2020-02-26
USDallasTX,36,0,0,1.0,2020-02-27
USDallasTX,37,0,0,1.0,2020-02-28
USDallasTX,38,0,0,1.0,2020-02-29
USDallasTX,39,0,0,1.0,2020-03-01
USDallasTX,40,0,0,1.0,2020-03-02
USDallasTX,41,0,0,1.0,2020-03-03
USDallasTX,42,0,0,1.0,2020-03-04
USDallasTX,43,0,0,1.0,2020-03-05
USDallasTX,44,0,0,1.0,2020-03-06
USDallasTX,45,0,0,1.0,2020-03-07
USDallasTX,46,0,0,1.0,2020-03-08
USDallasTX,47,0,0,1.0,2020-03-09
USDallasTX,48,0,0,1.0,2020-03-10
USDallasTX,49,0,0,1.0,2020-03-11
USDallasTX,50,0,0,1.0,2020-03-12
USDallasTX,51,0,0,1.0,2020-03-13
USDallasTX,52,0,0,1.0,2020-03-14
USDallasTX,53,0,0,1.0,2020-03-15
USDallasTX,54,0,0,1.0,2020-03-16
USDallasTX,55,0,0,1.0,2020-03-17
USDallasTX,56,0,0,1.0,2020-03-18
USDallasTX,57,0,0,1.0,2020-03-19
USDallasTX,58,0,0,1.0,2020-03-20
USDallasTX,59,0,0,1.0,2020-03-21
USDaneWI,0,0,0,1.0,2020-01-22
USDaneWI,1,0,0,1.0,2020-01-23
USDaneWI,2,0,0,1.0,2020-01-24
USDaneWI,3,0,0,1.0,2020-01-25
USDaneWI,4,0,0,1.0,2020-01-26
USDaneWI,5,0,0,1.0,2020-01-27
USDaneWI,6,0,0,1.0,2020-01-28
USDaneWI,7,0,0,1.0,2020-01-29
USDaneWI,8,0,0,1.0,2020-01-30
USDaneWI,9,0,0,1.0,2020-01-31
USDaneWI,10,0,0,1.0,2020-02-01
USDaneWI,11,0,0,1.0,2020-02-02
USDaneWI,12,0,0,1.0,2020-02-03
USDaneWI,13,0,0,1.0,2020-02-04
USDaneWI,14,0,0,1.0,2020-02-05
USDaneWI,15,0,0,1.0,2020-02-06
USDaneWI,16,0,0,1.0,2020-02-07
USDaneWI,17,0,0,1.0,2020-02-08
USDaneWI,18,0,0,1.0,2020-02-09
USDaneWI,19,0,0,1.0,2020-02-10
USDaneWI,20,0,0,1.0,2020-02-11
USDaneWI,21,0,0,1.0,2020-02-12
USDaneWI,22,0,0,1.0,2020-02-13
USDaneWI,23,0,0,1.0,2020-02-14
USDaneWI,24,0,0,1.0,2020-02-15
USDaneWI,25,0,0,1.0,2020-02-16
USDaneWI,26,0,0,1.0,2020-02-17
USDaneWI,27,0,0,1.0,2020-02-18
USDaneWI,28,0,0,1.0,2020-02-19
USDaneWI,29,0,0,1.0,2020-02-20
USDaneWI,30,0,0,1.0,2020-02-21
USDaneWI,31,0,0,1.0,2020-02-22
USDaneWI,32,0,0,1.0,2020-02-23
USDaneWI,33,0,0,1.0,2020-02-24
USDaneWI,34,0,0,1.0,2020-02-25
USDaneWI,35,0,0,1.0,2020-02-26
USDaneWI,36,0,0,1.0,2020-02-27
USDaneWI,37,0,0,1.0,2020-02-28
USDaneWI,38,0,0,1.0,2020-02-29
USDaneWI,39,0,0,1.0,2020-03-01
USDaneWI,40,0,0,1.0,2020-03-02
USDaneWI,41,0,0,1.0,2020-03-03
USDaneWI,42,0,0,1.0,2020-03-04
USDaneWI,43,0,0,1.0,2020-03-05
USDaneWI,44,0,0,1.0,2020-03-06
USDaneWI,45,0,0,1.0,2020-03-07
USDaneWI,46,0,0,1.0,2020-03-08
USDaneWI,47,0,0,1.0,2020-03-09
USDaneWI,48,0,0,1.0,2020-03-10
USDaneWI,49,0,0,1.0,2020-03-11
USDaneWI,50,0,0,1.0,2020-03-12
USDaneWI,51,0,0,1.0,2020-03-13
USDaneWI,52,0,0,1.0,2020-03-14
USDaneWI,53,0,0,1.0,2020-03-15
USDaneWI,54,0,0,1.0,2020-03-16
USDaneWI,55,0,0,1.0,2020-03-17
USDaneWI,56,0,0,1.0,2020-03-18
USDaneWI,57,0,0,1.0,2020-03-19
USDaneWI,58,0,0,1.0,2020-03-20
USDaneWI,59,0,0,1.0,2020-03-21
USDavidsonCountyTN,0,0,0,1.0,2020-01-22
USDavidsonCountyTN,1,0,0,1.0,2020-01-23
USDavidsonCountyTN,2,0,0,1.0,2020-01-24
USDavidsonCountyTN,3,0,0,1.0,2020-01-25
USDavidsonCountyTN,4,0,0,1.0,2020-01-26
USDavidsonCountyTN,5,0,0,1.0,2020-01-27
USDavidsonCountyTN,6,0,0,1.0,2020-01-28
USDavidsonCountyTN,7,0,0,1.0,2020-01-29
USDavidsonCountyTN,8,0,0,1.0,2020-01-30
USDavidsonCountyTN,9,0,0,1.0,2020-01-31
USDavidsonCountyTN,10,0,0,1.0,2020-02-01
USDavidsonCountyTN,11,0,0,1.0,2020-02-02
USDavidsonCountyTN,12,0,0,1.0,2020-02-03
USDavidsonCountyTN,13,0,0,1.0,2020-02-04
USDavidsonCountyTN,14,0,0,1.0,2020-02-05
USDavidsonCountyTN,15,0,0,1.0,2020-02-06
USDavidsonCountyTN,16,0,0,1.0,2020-02-07
USDavidsonCountyTN,17,0,0,1.0,2020-02-08
USDavidsonCountyTN,18,0,0,1.0,2020-02-09
USDavidsonCountyTN,19,0,0,1.0,2020-02-10
USDavidsonCountyTN,20,0,0,1.0,2020-02-11
USDavidsonCountyTN,21,0,0,1.0,2020-02-12
USDavidsonCountyTN,22,0,0,1.0,2020-02-13
USDavidsonCountyTN,23,0,0,1.0,2020-02-14
USDavidsonCountyTN,24,0,0,1.0,2020-02-15
USDavidsonCountyTN,25,0,0,1.0,2020-02-16
USDavidsonCountyTN,26,0,0,1.0,2020-02-17
USDavidsonCountyTN,27,0,0,1.0,2020-02-18
USDavidsonCountyTN,28,0,0,1.0,2020-02-19
USDavidsonCountyTN,29,0,0,1.0,2020-02-20
USDavidsonCountyTN,30,0,0,1.0,2020-02-21
USDavidsonCountyTN,31,0,0,1.0,2020-02-22
USDavidsonCountyTN,32,0,0,1.0,2020-02-23
USDavidsonCountyTN,33,0,0,1.0,2020-02-24
USDavidsonCountyTN,34,0,0,1.0,2020-02-25
USDavidsonCountyTN,35,0,0,1.0,2020-02-26
USDavidsonCountyTN,36,0,0,1.0,2020-02-27
USDavidsonCountyTN,37,0,0,1.0,2020-02-28
USDavidsonCountyTN,38,0,0,1.0,2020-02-29
USDavidsonCountyTN,39,0,0,1.0,2020-03-01
USDavidsonCountyTN,40,0,0,1.0,2020-03-02
USDavidsonCountyTN,41,0,0,1.0,2020-03-03
USDavidsonCountyTN,42,0,0,1.0,2020-03-04
USDavidsonCountyTN,43,0,0,1.0,2020-03-05
USDavidsonCountyTN,44,0,0,1.0,2020-03-06
USDavidsonCountyTN,45,0,0,1.0,2020-03-07
USDavidsonCountyTN,46,1,1,1.0,2020-03-08
USDavidsonCountyTN,47,1,0,1.0,2020-03-09
USDavidsonCountyTN,48,0,-1,0.0,2020-03-10
USDavidsonCountyTN,49,0,0,1.0,2020-03-11
USDavidsonCountyTN,50,0,0,1.0,2020-03-12
USDavidsonCountyTN,51,0,0,1.0,2020-03-13
USDavidsonCountyTN,52,0,0,1.0,2020-03-14
USDavidsonCountyTN,53,0,0,1.0,2020-03-15
USDavidsonCountyTN,54,0,0,1.0,2020-03-16
USDavidsonCountyTN,55,0,0,1.0,2020-03-17
USDavidsonCountyTN,56,0,0,1.0,2020-03-18
USDavidsonCountyTN,57,0,0,1.0,2020-03-19
USDavidsonCountyTN,58,0,0,1.0,2020-03-20
USDavidsonCountyTN,59,0,0,1.0,2020-03-21
USDavisCountyUT,0,0,0,1.0,2020-01-22
USDavisCountyUT,1,0,0,1.0,2020-01-23
USDavisCountyUT,2,0,0,1.0,2020-01-24
USDavisCountyUT,3,0,0,1.0,2020-01-25
USDavisCountyUT,4,0,0,1.0,2020-01-26
USDavisCountyUT,5,0,0,1.0,2020-01-27
USDavisCountyUT,6,0,0,1.0,2020-01-28
USDavisCountyUT,7,0,0,1.0,2020-01-29
USDavisCountyUT,8,0,0,1.0,2020-01-30
USDavisCountyUT,9,0,0,1.0,2020-01-31
USDavisCountyUT,10,0,0,1.0,2020-02-01
USDavisCountyUT,11,0,0,1.0,2020-02-02
USDavisCountyUT,12,0,0,1.0,2020-02-03
USDavisCountyUT,13,0,0,1.0,2020-02-04
USDavisCountyUT,14,0,0,1.0,2020-02-05
USDavisCountyUT,15,0,0,1.0,2020-02-06
USDavisCountyUT,16,0,0,1.0,2020-02-07
USDavisCountyUT,17,0,0,1.0,2020-02-08
USDavisCountyUT,18,0,0,1.0,2020-02-09
USDavisCountyUT,19,0,0,1.0,2020-02-10
USDavisCountyUT,20,0,0,1.0,2020-02-11
USDavisCountyUT,21,0,0,1.0,2020-02-12
USDavisCountyUT,22,0,0,1.0,2020-02-13
USDavisCountyUT,23,0,0,1.0,2020-02-14
USDavisCountyUT,24,0,0,1.0,2020-02-15
USDavisCountyUT,25,0,0,1.0,2020-02-16
USDavisCountyUT,26,0,0,1.0,2020-02-17
USDavisCountyUT,27,0,0,1.0,2020-02-18
USDavisCountyUT,28,0,0,1.0,2020-02-19
USDavisCountyUT,29,0,0,1.0,2020-02-20
USDavisCountyUT,30,0,0,1.0,2020-02-21
USDavisCountyUT,31,0,0,1.0,2020-02-22
USDavisCountyUT,32,0,0,1.0,2020-02-23
USDavisCountyUT,33,0,0,1.0,2020-02-24
USDavisCountyUT,34,0,0,1.0,2020-02-25
USDavisCountyUT,35,0,0,1.0,2020-02-26
USDavisCountyUT,36,0,0,1.0,2020-02-27
USDavisCountyUT,37,0,0,1.0,2020-02-28
USDavisCountyUT,38,0,0,1.0,2020-02-29
USDavisCountyUT,39,0,0,1.0,2020-03-01
USDavisCountyUT,40,0,0,1.0,2020-03-02
USDavisCountyUT,41,0,0,1.0,2020-03-03
USDavisCountyUT,42,0,0,1.0,2020-03-04
USDavisCountyUT,43,0,0,1.0,2020-03-05
USDavisCountyUT,44,0,0,1.0,2020-03-06
USDavisCountyUT,45,1,1,1.0,2020-03-07
USDavisCountyUT,46,1,0,1.0,2020-03-08
USDavisCountyUT,47,1,0,1.0,2020-03-09
USDavisCountyUT,48,0,-1,0.0,2020-03-10
USDavisCountyUT,49,0,0,1.0,2020-03-11
USDavisCountyUT,50,0,0,1.0,2020-03-12
USDavisCountyUT,51,0,0,1.0,2020-03-13
USDavisCountyUT,52,0,0,1.0,2020-03-14
USDavisCountyUT,53,0,0,1.0,2020-03-15
USDavisCountyUT,54,0,0,1.0,2020-03-16
USDavisCountyUT,55,0,0,1.0,2020-03-17
USDavisCountyUT,56,0,0,1.0,2020-03-18
USDavisCountyUT,57,0,0,1.0,2020-03-19
USDavisCountyUT,58,0,0,1.0,2020-03-20
USDavisCountyUT,59,0,0,1.0,2020-03-21
USDavisonSD,0,0,0,1.0,2020-01-22
USDavisonSD,1,0,0,1.0,2020-01-23
USDavisonSD,2,0,0,1.0,2020-01-24
USDavisonSD,3,0,0,1.0,2020-01-25
USDavisonSD,4,0,0,1.0,2020-01-26
USDavisonSD,5,0,0,1.0,2020-01-27
USDavisonSD,6,0,0,1.0,2020-01-28
USDavisonSD,7,0,0,1.0,2020-01-29
USDavisonSD,8,0,0,1.0,2020-01-30
USDavisonSD,9,0,0,1.0,2020-01-31
USDavisonSD,10,0,0,1.0,2020-02-01
USDavisonSD,11,0,0,1.0,2020-02-02
USDavisonSD,12,0,0,1.0,2020-02-03
USDavisonSD,13,0,0,1.0,2020-02-04
USDavisonSD,14,0,0,1.0,2020-02-05
USDavisonSD,15,0,0,1.0,2020-02-06
USDavisonSD,16,0,0,1.0,2020-02-07
USDavisonSD,17,0,0,1.0,2020-02-08
USDavisonSD,18,0,0,1.0,2020-02-09
USDavisonSD,19,0,0,1.0,2020-02-10
USDavisonSD,20,0,0,1.0,2020-02-11
USDavisonSD,21,0,0,1.0,2020-02-12
USDavisonSD,22,0,0,1.0,2020-02-13
USDavisonSD,23,0,0,1.0,2020-02-14
USDavisonSD,24,0,0,1.0,2020-02-15
USDavisonSD,25,0,0,1.0,2020-02-16
USDavisonSD,26,0,0,1.0,2020-02-17
USDavisonSD,27,0,0,1.0,2020-02-18
USDavisonSD,28,0,0,1.0,2020-02-19
USDavisonSD,29,0,0,1.0,2020-02-20
USDavisonSD,30,0,0,1.0,2020-02-21
USDavisonSD,31,0,0,1.0,2020-02-22
USDavisonSD,32,0,0,1.0,2020-02-23
USDavisonSD,33,0,0,1.0,2020-02-24
USDavisonSD,34,0,0,1.0,2020-02-25
USDavisonSD,35,0,0,1.0,2020-02-26
USDavisonSD,36,0,0,1.0,2020-02-27
USDavisonSD,37,0,0,1.0,2020-02-28
USDavisonSD,38,0,0,1.0,2020-02-29
USDavisonSD,39,0,0,1.0,2020-03-01
USDavisonSD,40,0,0,1.0,2020-03-02
USDavisonSD,41,0,0,1.0,2020-03-03
USDavisonSD,42,0,0,1.0,2020-03-04
USDavisonSD,43,0,0,1.0,2020-03-05
USDavisonSD,44,0,0,1.0,2020-03-06
USDavisonSD,45,0,0,1.0,2020-03-07
USDavisonSD,46,0,0,1.0,2020-03-08
USDavisonSD,47,0,0,1.0,2020-03-09
USDavisonSD,48,0,0,1.0,2020-03-10
USDavisonSD,49,0,0,1.0,2020-03-11
USDavisonSD,50,0,0,1.0,2020-03-12
USDavisonSD,51,0,0,1.0,2020-03-13
USDavisonSD,52,0,0,1.0,2020-03-14
USDavisonSD,53,0,0,1.0,2020-03-15
USDavisonSD,54,0,0,1.0,2020-03-16
USDavisonSD,55,0,0,1.0,2020-03-17
USDavisonSD,56,0,0,1.0,2020-03-18
USDavisonSD,57,0,0,1.0,2020-03-19
USDavisonSD,58,0,0,1.0,2020-03-20
USDavisonSD,59,0,0,1.0,2020-03-21
USDeKalbGA,0,0,0,1.0,2020-01-22
USDeKalbGA,1,0,0,1.0,2020-01-23
USDeKalbGA,2,0,0,1.0,2020-01-24
USDeKalbGA,3,0,0,1.0,2020-01-25
USDeKalbGA,4,0,0,1.0,2020-01-26
USDeKalbGA,5,0,0,1.0,2020-01-27
USDeKalbGA,6,0,0,1.0,2020-01-28
USDeKalbGA,7,0,0,1.0,2020-01-29
USDeKalbGA,8,0,0,1.0,2020-01-30
USDeKalbGA,9,0,0,1.0,2020-01-31
USDeKalbGA,10,0,0,1.0,2020-02-01
USDeKalbGA,11,0,0,1.0,2020-02-02
USDeKalbGA,12,0,0,1.0,2020-02-03
USDeKalbGA,13,0,0,1.0,2020-02-04
USDeKalbGA,14,0,0,1.0,2020-02-05
USDeKalbGA,15,0,0,1.0,2020-02-06
USDeKalbGA,16,0,0,1.0,2020-02-07
USDeKalbGA,17,0,0,1.0,2020-02-08
USDeKalbGA,18,0,0,1.0,2020-02-09
USDeKalbGA,19,0,0,1.0,2020-02-10
USDeKalbGA,20,0,0,1.0,2020-02-11
USDeKalbGA,21,0,0,1.0,2020-02-12
USDeKalbGA,22,0,0,1.0,2020-02-13
USDeKalbGA,23,0,0,1.0,2020-02-14
USDeKalbGA,24,0,0,1.0,2020-02-15
USDeKalbGA,25,0,0,1.0,2020-02-16
USDeKalbGA,26,0,0,1.0,2020-02-17
USDeKalbGA,27,0,0,1.0,2020-02-18
USDeKalbGA,28,0,0,1.0,2020-02-19
USDeKalbGA,29,0,0,1.0,2020-02-20
USDeKalbGA,30,0,0,1.0,2020-02-21
USDeKalbGA,31,0,0,1.0,2020-02-22
USDeKalbGA,32,0,0,1.0,2020-02-23
USDeKalbGA,33,0,0,1.0,2020-02-24
USDeKalbGA,34,0,0,1.0,2020-02-25
USDeKalbGA,35,0,0,1.0,2020-02-26
USDeKalbGA,36,0,0,1.0,2020-02-27
USDeKalbGA,37,0,0,1.0,2020-02-28
USDeKalbGA,38,0,0,1.0,2020-02-29
USDeKalbGA,39,0,0,1.0,2020-03-01
USDeKalbGA,40,0,0,1.0,2020-03-02
USDeKalbGA,41,0,0,1.0,2020-03-03
USDeKalbGA,42,0,0,1.0,2020-03-04
USDeKalbGA,43,0,0,1.0,2020-03-05
USDeKalbGA,44,0,0,1.0,2020-03-06
USDeKalbGA,45,0,0,1.0,2020-03-07
USDeKalbGA,46,0,0,1.0,2020-03-08
USDeKalbGA,47,0,0,1.0,2020-03-09
USDeKalbGA,48,0,0,1.0,2020-03-10
USDeKalbGA,49,0,0,1.0,2020-03-11
USDeKalbGA,50,0,0,1.0,2020-03-12
USDeKalbGA,51,0,0,1.0,2020-03-13
USDeKalbGA,52,0,0,1.0,2020-03-14
USDeKalbGA,53,0,0,1.0,2020-03-15
USDeKalbGA,54,0,0,1.0,2020-03-16
USDeKalbGA,55,0,0,1.0,2020-03-17
USDeKalbGA,56,0,0,1.0,2020-03-18
USDeKalbGA,57,0,0,1.0,2020-03-19
USDeKalbGA,58,0,0,1.0,2020-03-20
USDeKalbGA,59,0,0,1.0,2020-03-21
USDelaware,0,0,0,1.0,2020-01-22
USDelaware,1,0,0,1.0,2020-01-23
USDelaware,2,0,0,1.0,2020-01-24
USDelaware,3,0,0,1.0,2020-01-25
USDelaware,4,0,0,1.0,2020-01-26
USDelaware,5,0,0,1.0,2020-01-27
USDelaware,6,0,0,1.0,2020-01-28
USDelaware,7,0,0,1.0,2020-01-29
USDelaware,8,0,0,1.0,2020-01-30
USDelaware,9,0,0,1.0,2020-01-31
USDelaware,10,0,0,1.0,2020-02-01
USDelaware,11,0,0,1.0,2020-02-02
USDelaware,12,0,0,1.0,2020-02-03
USDelaware,13,0,0,1.0,2020-02-04
USDelaware,14,0,0,1.0,2020-02-05
USDelaware,15,0,0,1.0,2020-02-06
USDelaware,16,0,0,1.0,2020-02-07
USDelaware,17,0,0,1.0,2020-02-08
USDelaware,18,0,0,1.0,2020-02-09
USDelaware,19,0,0,1.0,2020-02-10
USDelaware,20,0,0,1.0,2020-02-11
USDelaware,21,0,0,1.0,2020-02-12
USDelaware,22,0,0,1.0,2020-02-13
USDelaware,23,0,0,1.0,2020-02-14
USDelaware,24,0,0,1.0,2020-02-15
USDelaware,25,0,0,1.0,2020-02-16
USDelaware,26,0,0,1.0,2020-02-17
USDelaware,27,0,0,1.0,2020-02-18
USDelaware,28,0,0,1.0,2020-02-19
USDelaware,29,0,0,1.0,2020-02-20
USDelaware,30,0,0,1.0,2020-02-21
USDelaware,31,0,0,1.0,2020-02-22
USDelaware,32,0,0,1.0,2020-02-23
USDelaware,33,0,0,1.0,2020-02-24
USDelaware,34,0,0,1.0,2020-02-25
USDelaware,35,0,0,1.0,2020-02-26
USDelaware,36,0,0,1.0,2020-02-27
USDelaware,37,0,0,1.0,2020-02-28
USDelaware,38,0,0,1.0,2020-02-29
USDelaware,39,0,0,1.0,2020-03-01
USDelaware,40,0,0,1.0,2020-03-02
USDelaware,41,0,0,1.0,2020-03-03
USDelaware,42,0,0,1.0,2020-03-04
USDelaware,43,0,0,1.0,2020-03-05
USDelaware,44,0,0,1.0,2020-03-06
USDelaware,45,0,0,1.0,2020-03-07
USDelaware,46,0,0,1.0,2020-03-08
USDelaware,47,0,0,1.0,2020-03-09
USDelaware,48,0,0,1.0,2020-03-10
USDelaware,49,1,1,1.0,2020-03-11
USDelaware,50,1,0,1.0,2020-03-12
USDelaware,51,4,3,4.0,2020-03-13
USDelaware,52,6,2,1.5,2020-03-14
USDelaware,53,7,1,1.166,2020-03-15
USDelaware,54,8,1,1.142,2020-03-16
USDelaware,55,16,8,2.0,2020-03-17
