day,cases,cases_new,growth,date
48,267,267,1.0,2020-03-10
49,366,99,1.370,2020-03-11
50,442,76,1.207,2020-03-12
51,568,126,1.285,2020-03-13
52,572,4,1.007,2020-03-14
53,643,71,1.124,2020-03-15
54,904,261,1.405,2020-03-16
55,1076,172,1.190,2020-03-17
56,1014,-62,0.942,2020-03-18
57,1376,362,1.357,2020-03-19
58,1524,148,1.107,2020-03-20
59,1793,269,1.176,2020-03-21
60,1996,203,1.113,2020-03-22
