day,cases,cases_new,growth,date
49,1,1,1.0,2020-03-11
50,6,5,6.0,2020-03-12
51,6,0,1.0,2020-03-13
52,12,6,2.0,2020-03-14
53,16,4,1.333,2020-03-15
54,22,6,1.375,2020-03-16
55,22,0,1.0,2020-03-17
56,33,11,1.5,2020-03-18
57,62,29,1.878,2020-03-19
58,96,34,1.548,2020-03-20
59,122,26,1.270,2020-03-21
60,165,43,1.352,2020-03-22
