day,cases,cases_new,growth,date
48,2,2,1.0,2020-03-10
49,3,1,1.5,2020-03-11
50,5,2,1.666,2020-03-12
51,11,6,2.2,2020-03-13
52,22,11,2.0,2020-03-14
53,24,2,1.090,2020-03-15
54,30,6,1.25,2020-03-16
55,68,38,2.266,2020-03-17
56,68,0,1.0,2020-03-18
57,159,91,2.338,2020-03-19
58,194,35,1.220,2020-03-20
59,194,0,1.0,2020-03-21
