day,cases,cases_new,growth,date
48,3,3,1.0,2020-03-10
49,4,1,1.333,2020-03-11
50,5,1,1.25,2020-03-12
51,13,8,2.6,2020-03-13
52,26,13,2.0,2020-03-14
53,37,11,1.423,2020-03-15
54,50,13,1.351,2020-03-16
55,67,17,1.34,2020-03-17
56,86,19,1.283,2020-03-18
57,119,33,1.383,2020-03-19
58,173,54,1.453,2020-03-20
59,248,75,1.433,2020-03-21
