day,cases,cases_new,growth,date
48,15,15,1.0,2020-03-10
49,19,4,1.266,2020-03-11
50,24,5,1.263,2020-03-12
51,30,6,1.25,2020-03-13
52,32,2,1.066,2020-03-14
53,36,4,1.125,2020-03-15
54,39,3,1.083,2020-03-16
55,66,27,1.692,2020-03-17
56,68,2,1.030,2020-03-18
