day,cases,cases_new,growth,date
48,7,7,1.0,2020-03-10
49,7,0,1.0,2020-03-11
50,15,8,2.142,2020-03-12
51,17,2,1.133,2020-03-13
52,24,7,1.411,2020-03-14
53,33,9,1.375,2020-03-15
54,38,5,1.151,2020-03-16
