day,cases,cases_new,growth,date
30,4,4,1.0,2020-02-21
31,7,3,1.75,2020-02-22
32,7,0,1.0,2020-02-23
33,7,0,1.0,2020-02-24
34,7,0,1.0,2020-02-25
35,7,0,1.0,2020-02-26
36,8,1,1.142,2020-02-27
37,8,0,1.0,2020-02-28
